intent-group,loom-design,molecule,loom-name,loom-description,design/epitope,design/orf,design/orf-2,design/promoter,design/orf-protein-mutations,design/orf-source-organism,design/orf-2-protein-mutations,design/orf-2-source-organism,design/promoter-source-organism,design-genome/organism,design/backbone
Yeast expression,946,4046209,P141 covid19 protein expression and purification cytosolic,P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725308.1,Escherichia coli (strain K12):P0AEX9,pTEF1,wt,Severe acute respiratory syndrome coronavirus 2,d1-26 d393-396,Escherichia coli (strain K12),Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,946,4046503,P141 covid19 protein expression and purification cytosolic,P141 covid19 protein expression and purification designs,EPITOPE_affinity_6xhis_multiple,Severe acute respiratory syndrome coronavirus 2:YP_009724392.1,,pTEF1,d1,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,946,4046456,P141 covid19 protein expression and purification cytosolic,P141 covid19 protein expression and purification designs,Sc 3x FLAG tag,Severe acute respiratory syndrome coronavirus 2:YP_009725299.1,,pGAL1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,946,4046546,P141 covid19 protein expression and purification cytosolic,P141 covid19 protein expression and purification designs,EPITOPE_affinity_strepii_multiple,Severe acute respiratory syndrome coronavirus 2:YP_009724391.1,,pTEF1,d1,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,946,4046274,P141 covid19 protein expression and purification cytosolic,P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725302.1,Escherichia coli (strain K12):P0AEX9,pTEF1,wt,Severe acute respiratory syndrome coronavirus 2,d1-26 d393-396,Escherichia coli (strain K12),Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,946,4046176,P141 covid19 protein expression and purification cytosolic,P141 covid19 protein expression and purification designs,EPITOPE_affinity_6xhis_multiple,Severe acute respiratory syndrome coronavirus 2:YP_009724394.1,,pTEF1,d1,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,946,4046571,P141 covid19 protein expression and purification cytosolic,P141 covid19 protein expression and purification designs,Sc 3x FLAG tag,Severe acute respiratory syndrome coronavirus 2:YP_009724396.1,,pGAL1,d1,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,946,4046514,P141 covid19 protein expression and purification cytosolic,P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725307.1,Escherichia coli (strain K12):P0AEX9,pGAL1,wt,Severe acute respiratory syndrome coronavirus 2,d1-26 d393-396,Escherichia coli (strain K12),Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,946,4046367,P141 covid19 protein expression and purification cytosolic,P141 covid19 protein expression and purification designs,Sc 3x FLAG tag,Severe acute respiratory syndrome coronavirus 2:YP_009725310.1,,pGAL1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046623,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725310.1,,pTEF1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046645,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725309.1,,pTEF1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046646,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725310.1,,pGAL1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046696,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009724397.2,,pTEF1,d1,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046622,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725308.1,,pGAL1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046678,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725255.1,,pTEF1,d1,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046690,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009724391.1,,pGAL1,d1,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046641,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725307.1,,pTEF1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046655,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725299.1,,pTEF1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046673,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725312.1,,pTEF1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046672,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725298.1,,pGAL1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046638,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725308.1,,pTEF1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046688,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009724393.1,,pGAL1,d1,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046656,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725308.1,,pTEF1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046687,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725303.1,,pGAL1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046625,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725310.1,,pTEF1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046699,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725298.1,,pGAL1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046686,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725297.1,,pGAL1,d1,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046637,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725311.1,,pTEF1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046683,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725255.1,,pGAL1,d1,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046627,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725303.1,,pTEF1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046643,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725304.1,,pGAL1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046616,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725304.1,,pTEF1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046701,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725312.1,,pGAL1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046664,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009724392.1,,pTEF1,d1,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046680,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009724390.1,,pGAL1,d1,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046614,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725297.1,,pTEF1,d1,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046662,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009724391.1,,pTEF1,d1,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046617,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009724393.1,,pTEF1,d1,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046624,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009724390.1,,pTEF1,d1,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046691,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725297.1,,pGAL1,d1,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046658,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725306.1,,pGAL1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046708,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725300.1,,pTEF1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046682,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725311.1,,pGAL1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046621,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725305.1,,pTEF1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046630,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725305.1,,pTEF1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046713,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725303.1,,pGAL1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046661,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009724397.2,,pGAL1,d1,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046704,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725308.1,,pGAL1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046615,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725255.1,,pGAL1,d1,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046635,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725305.1,,pGAL1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046676,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009724390.1,,pGAL1,d1,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046677,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725312.1,,pTEF1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046674,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725318.1,,pGAL1,d1,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046679,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725301.1,,pGAL1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046629,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725311.1,,pGAL1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046710,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009724392.1,,pTEF1,d1,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046611,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009724396.1,,pTEF1,d1,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046659,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009724394.1,,pTEF1,d1,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046702,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725302.1,,pGAL1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046631,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725307.1,,pGAL1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046685,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009724395.1,,pGAL1,d1,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046649,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725306.1,,pTEF1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046628,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009724395.1,,pTEF1,d1,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046634,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725312.1,,pGAL1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046626,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009724393.1,,pTEF1,d1,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046666,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725309.1,,pTEF1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046618,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725307.1,,pTEF1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046642,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725304.1,,pGAL1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046700,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009724396.1,,pGAL1,d1,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046660,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725298.1,,pTEF1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046647,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725301.1,,pGAL1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046692,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725302.1,,pGAL1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046620,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009724393.1,,pGAL1,d1,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046650,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009724396.1,,pTEF1,d1,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046657,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725309.1,,pGAL1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
Yeast expression,949,4046613,No tags P141 covid19 protein expression and purification cytosolic (946),P141 covid19 protein expression and purification designs,,Severe acute respiratory syndrome coronavirus 2:YP_009725311.1,,pTEF1,wt,Severe acute respiratory syndrome coronavirus 2,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,biofab shuttle pbr322 and Amp with 2micron and URA3 - digested aari
